Date,Store,Category,Sales
2023-12-09,Chennai,Groceries,2298
2023-12-10,Delhi,Furniture,1826
2023-12-11,Hyderabad,Electronics,2333
2023-12-12,Bangalore,Groceries,2281
2023-12-13,Bangalore,Furniture,1678
2023-12-14,Hyderabad,Electronics,2336
2023-12-15,Hyderabad,Electronics,1914
2023-12-18,Mumbai,Furniture,1998
2023-12-19,Mumbai,Groceries,1875
2023-12-20,Mumbai,Groceries,1748
2023-12-21,Mumbai,Groceries,1774
2023-12-22,Delhi,Electronics,2041
2023-12-23,Bangalore,Groceries,1951
2023-12-24,Mumbai,Groceries,2158
2023-12-25,Bangalore,Clothing,2015
2023-12-26,Mumbai,Groceries,2023
2023-12-27,Bangalore,Groceries,2177
2023-12-28,Hyderabad,Electronics,2425
2023-12-29,Hyderabad,Furniture,2437
2023-12-30,Bangalore,Electronics,2402
2024-01-01,Delhi,Groceries,2875
2024-01-02,Bangalore,Groceries,2381
2024-01-04,Delhi,Groceries,2923
2024-01-05,Chennai,Groceries,1432
2024-01-06,Bangalore,Groceries,2185
2024-01-08,Chennai,Groceries,2544
2024-01-09,Bangalore,Groceries,3019
2024-01-11,Mumbai,Clothing,2120
2024-01-13,Bangalore,Clothing,2345
2024-01-14,Mumbai,Electronics,2736
2024-01-15,Mumbai,Groceries,2740
2024-01-17,Mumbai,Clothing,2325
2024-01-19,Delhi,Clothing,2097
2024-01-21,Bangalore,Electronics,2730
2024-01-22,Bangalore,Groceries,2040
2024-01-23,Bangalore,Groceries,2322
2024-01-24,Chennai,Clothing,2177
2024-01-25,Chennai,Electronics,2509
2024-01-27,Bangalore,Clothing,1672
2024-01-29,Chennai,Electronics,2158
2024-01-30,Chennai,Furniture,2190
2024-01-31,Delhi,Furniture,2380
2024-02-01,Delhi,Clothing,2538
2024-02-02,Bangalore,Electronics,2569
2024-02-03,Hyderabad,Groceries,1944
2024-02-04,Bangalore,Groceries,2599
2024-02-07,Mumbai,Groceries,2768
2024-02-08,Bangalore,Furniture,2022
2024-02-09,Chennai,Furniture,2531
2024-02-10,Chennai,Electronics,2750
2024-02-11,Hyderabad,Furniture,2298
2024-02-13,Bangalore,Electronics,1597
2024-02-14,Delhi,Electronics,2762
2024-02-15,Bangalore,Clothing,2442
2024-02-16,Bangalore,Furniture,2355
2024-02-17,Hyderabad,Electronics,2728
2024-02-18,Bangalore,Groceries,2951
2024-02-19,Hyderabad,Electronics,2578
2024-02-20,Hyderabad,Electronics,2915
2024-02-21,Chennai,Clothing,1967
2024-02-22,Delhi,Groceries,2632
2024-02-23,Hyderabad,Groceries,2393
2024-02-24,Mumbai,Furniture,2196
2024-02-26,Delhi,Electronics,2616
2024-02-27,Hyderabad,Groceries,2695
2024-02-28,Delhi,Groceries,2835
2024-02-29,Chennai,Electronics,2785
2024-03-01,Mumbai,Clothing,2268
2024-03-02,Bangalore,Furniture,2887
2024-03-03,Mumbai,Furniture,2918
2024-03-04,Hyderabad,Clothing,2422
2024-03-05,Delhi,Electronics,2508
2024-03-06,Mumbai,Furniture,2219
2024-03-07,Bangalore,Clothing,2944
2024-03-08,Bangalore,Clothing,2046
2024-03-09,Delhi,Clothing,2660
2024-03-10,Delhi,Furniture,2320
2024-03-11,Mumbai,Furniture,2167
2024-03-12,Hyderabad,Furniture,1937
2024-03-13,Chennai,Furniture,2435
2024-03-14,Bangalore,Groceries,2120
2024-03-15,Delhi,Clothing,2516
2024-03-17,Chennai,Clothing,2559
2024-03-18,Chennai,Furniture,3099
2024-03-19,Hyderabad,Furniture,2205
2024-03-20,Delhi,Groceries,2115
2024-03-21,Bangalore,Electronics,2191
2024-03-22,Delhi,Furniture,2480
2024-03-23,Mumbai,Electronics,3316
2024-03-24,Bangalore,Clothing,2001
2024-03-25,Delhi,Groceries,2685
2024-03-26,Bangalore,Electronics,2290
2024-03-27,Mumbai,Electronics,2432
2024-03-29,Chennai,Electronics,2763
2024-03-30,Hyderabad,Electronics,2486
2024-03-31,Mumbai,Clothing,2826
2024-04-01,Bangalore,Groceries,2485
2024-04-04,Hyderabad,Electronics,1829
2024-04-05,Mumbai,Clothing,1872
2024-04-07,Chennai,Electronics,2161
2024-04-09,Bangalore,Electronics,2381
2024-04-10,Delhi,Electronics,2807
2024-04-12,Delhi,Furniture,2528
2024-04-13,Chennai,Groceries,2575
2024-04-14,Delhi,Clothing,2641
2024-04-15,Chennai,Clothing,2293
2024-04-16,Chennai,Clothing,2319
2024-04-17,Hyderabad,Furniture,2343
2024-04-18,Hyderabad,Electronics,1937
2024-04-19,Delhi,Groceries,2407
2024-04-20,Mumbai,Furniture,2317
2024-04-21,Delhi,Electronics,2607
2024-04-22,Mumbai,Clothing,2460
2024-04-23,Delhi,Furniture,2833
2024-04-24,Bangalore,Electronics,2454
2024-04-25,Bangalore,Groceries,2264
2024-04-26,Mumbai,Groceries,2450
2024-04-27,Hyderabad,Electronics,2650
2024-04-28,Mumbai,Furniture,1901
2024-04-30,Chennai,Electronics,2224
2024-05-01,Bangalore,Clothing,2373
2024-05-03,Bangalore,Electronics,2280
2024-05-05,Bangalore,Clothing,1754
2024-05-07,Chennai,Electronics,2099
2024-05-09,Delhi,Electronics,2109
2024-05-11,Delhi,Clothing,1561
2024-05-13,Mumbai,Groceries,2498
2024-05-14,Bangalore,Electronics,2460
2024-05-15,Bangalore,Furniture,2486
2024-05-16,Bangalore,Electronics,2529
2024-05-18,Mumbai,Furniture,1919
2024-05-19,Chennai,Groceries,1639
2024-05-20,Chennai,Clothing,2141
2024-05-21,Mumbai,Clothing,2016
2024-05-22,Mumbai,Clothing,2598
2024-05-24,Chennai,Groceries,1940
2024-05-26,Chennai,Clothing,2846
2024-05-27,Mumbai,Furniture,2243
2024-05-28,Delhi,Groceries,2015
2024-05-29,Bangalore,Electronics,2287
2024-05-30,Mumbai,Groceries,2819
2024-05-31,Hyderabad,Clothing,2133
2024-06-02,Delhi,Groceries,2355
2024-06-03,Hyderabad,Groceries,1432
2024-06-09,Bangalore,Furniture,1866
2024-06-10,Chennai,Electronics,1829
2024-06-11,Chennai,Electronics,2191
2024-06-12,Delhi,Groceries,2060
2024-06-13,Hyderabad,Clothing,2029
2024-06-14,Bangalore,Furniture,2752
2024-06-15,Bangalore,Electronics,2521
2024-06-16,Delhi,Furniture,1405
2024-06-17,Hyderabad,Groceries,1866
2024-06-18,Delhi,Clothing,2727
2024-06-19,Mumbai,Groceries,1827
2024-06-20,Bangalore,Furniture,2626
2024-06-22,Delhi,Furniture,1929
2024-06-24,Chennai,Electronics,1972
2024-06-26,Delhi,Electronics,2472
2024-06-27,Bangalore,Furniture,2227
2024-06-28,Chennai,Electronics,2042
2024-06-29,Delhi,Clothing,2502
2024-06-30,Mumbai,Clothing,2263
2024-07-01,Bangalore,Groceries,1529
2024-07-02,Mumbai,Groceries,2344
2024-07-03,Chennai,Groceries,1942
2024-07-05,Bangalore,Furniture,1143
2024-07-06,Chennai,Furniture,1336
2024-07-07,Hyderabad,Clothing,2260
2024-07-09,Hyderabad,Electronics,1775
2024-07-10,Chennai,Clothing,1218
2024-07-11,Bangalore,Groceries,1423
2024-07-12,Hyderabad,Groceries,1262
2024-07-13,Chennai,Furniture,1251
2024-07-14,Delhi,Clothing,2358
2024-07-15,Delhi,Furniture,2367
2024-07-16,Mumbai,Furniture,1413
2024-07-18,Hyderabad,Clothing,1364
2024-07-19,Delhi,Groceries,1745
2024-07-21,Bangalore,Groceries,2073
2024-07-22,Bangalore,Clothing,1992
2024-07-23,Delhi,Groceries,1691
2024-07-24,Delhi,Groceries,2128
2024-07-25,Mumbai,Electronics,1944
2024-07-26,Chennai,Groceries,1871
2024-07-28,Hyderabad,Groceries,1845
2024-07-29,Bangalore,Furniture,1836
2024-07-30,Delhi,Clothing,1587
2024-08-01,Chennai,Electronics,1267
2024-08-03,Mumbai,Furniture,1510
2024-08-04,Chennai,Groceries,1461
2024-08-05,Mumbai,Clothing,1380
2024-08-07,Mumbai,Furniture,1654
2024-08-09,Delhi,Electronics,1563
2024-08-10,Delhi,Furniture,1544
2024-08-11,Chennai,Electronics,1286
2024-08-12,Chennai,Furniture,1500
2024-08-13,Chennai,Electronics,1924
2024-08-14,Bangalore,Furniture,1878
2024-08-15,Bangalore,Furniture,1857
2024-08-16,Hyderabad,Electronics,1847
2024-08-18,Chennai,Furniture,1687
2024-08-19,Delhi,Furniture,1640
2024-08-20,Mumbai,Electronics,1441
2024-08-21,Bangalore,Electronics,1592
2024-08-22,Hyderabad,Furniture,1631
2024-08-23,Mumbai,Furniture,1756
2024-08-24,Delhi,Electronics,1597
2024-08-25,Bangalore,Groceries,2198
2024-08-26,Chennai,Furniture,1204
2024-08-27,Mumbai,Groceries,1793
2024-08-29,Delhi,Furniture,1567
2024-08-30,Delhi,Groceries,1323
2024-08-31,Mumbai,Electronics,1872
2024-09-01,Mumbai,Groceries,1695
2024-09-02,Mumbai,Clothing,1750
2024-09-04,Chennai,Clothing,1402
2024-09-05,Bangalore,Electronics,1480
2024-09-06,Delhi,Electronics,1630
2024-09-07,Delhi,Furniture,898
2024-09-08,Chennai,Clothing,1761
2024-09-09,Mumbai,Clothing,2227
2024-09-10,Mumbai,Clothing,1644
2024-09-12,Chennai,Clothing,1451
2024-09-14,Mumbai,Furniture,1422
2024-09-16,Mumbai,Groceries,1447
2024-09-19,Chennai,Clothing,1400
2024-09-20,Hyderabad,Clothing,1475
2024-09-21,Mumbai,Groceries,1493
2024-09-22,Chennai,Furniture,1497
2024-09-24,Chennai,Clothing,1173
2024-09-25,Chennai,Clothing,1874
2024-09-27,Mumbai,Clothing,1821
2024-09-28,Chennai,Furniture,1479
2024-09-29,Chennai,Furniture,2067
2024-10-01,Mumbai,Groceries,1825
2024-10-02,Delhi,Clothing,1150
2024-10-06,Chennai,Electronics,1169
2024-10-07,Bangalore,Clothing,1778
2024-10-08,Hyderabad,Furniture,1875
2024-10-09,Chennai,Clothing,1343
2024-10-10,Bangalore,Electronics,1222
2024-10-13,Mumbai,Electronics,1388
2024-10-14,Mumbai,Clothing,1526
2024-10-16,Hyderabad,Furniture,2160
2024-10-18,Chennai,Clothing,1911
2024-10-19,Delhi,Groceries,1714
2024-10-20,Mumbai,Groceries,1554
2024-10-21,Hyderabad,Electronics,1538
2024-10-23,Mumbai,Furniture,1431
2024-10-24,Bangalore,Furniture,1264
2024-10-26,Bangalore,Furniture,2192
2024-10-27,Delhi,Groceries,1650
2024-10-28,Hyderabad,Clothing,2006
2024-10-29,Mumbai,Groceries,1328
2024-10-30,Bangalore,Furniture,1191
2024-10-31,Delhi,Furniture,1273
2024-11-01,Delhi,Groceries,1623
2024-11-02,Hyderabad,Electronics,1760
2024-11-03,Hyderabad,Groceries,1704
2024-11-04,Chennai,Groceries,1518
2024-11-05,Chennai,Electronics,1776
2024-11-06,Hyderabad,Clothing,1802
2024-11-08,Mumbai,Furniture,2191
2024-11-09,Mumbai,Electronics,1640
2024-11-10,Chennai,Furniture,2114
2024-11-11,Hyderabad,Furniture,1769
2024-11-12,Mumbai,Groceries,1291
2024-11-14,Hyderabad,Clothing,2431
2024-11-15,Bangalore,Furniture,1935
2024-11-17,Hyderabad,Furniture,1668
2024-11-18,Chennai,Clothing,1610
2024-11-19,Mumbai,Furniture,2113
2024-11-20,Mumbai,Clothing,1744
2024-11-21,Hyderabad,Clothing,2252
2024-11-22,Delhi,Clothing,1760
2024-11-23,Chennai,Groceries,1626
2024-11-24,Delhi,Electronics,1569
2024-11-25,Hyderabad,Electronics,1526
2024-11-26,Hyderabad,Groceries,1904
2024-11-27,Delhi,Furniture,1361
2024-11-29,Hyderabad,Furniture,2147
2024-11-30,Chennai,Clothing,1463
2024-12-03,Delhi,Furniture,2435
2024-12-04,Bangalore,Groceries,1618
2024-12-06,Chennai,Furniture,2204
2024-12-07,Hyderabad,Clothing,2081
2024-12-08,Bangalore,Clothing,2268
2024-12-09,Hyderabad,Clothing,1616
2024-12-10,Chennai,Clothing,1913
2024-12-11,Hyderabad,Furniture,1814
2024-12-13,Bangalore,Groceries,2178
2024-12-14,Chennai,Groceries,2282
2024-12-16,Chennai,Furniture,2456
2024-12-17,Bangalore,Electronics,1764
2024-12-18,Chennai,Electronics,2449
2024-12-19,Delhi,Groceries,2168
2024-12-20,Mumbai,Clothing,1632
2024-12-21,Bangalore,Groceries,2594
2024-12-22,Bangalore,Groceries,1866
2024-12-23,Chennai,Electronics,2361
2024-12-24,Hyderabad,Furniture,2043
2024-12-25,Hyderabad,Electronics,2112
2024-12-26,Delhi,Groceries,2270
2024-12-27,Mumbai,Clothing,2253
2024-12-28,Mumbai,Clothing,1897
2024-12-29,Chennai,Furniture,2159
2024-12-31,Hyderabad,Furniture,2064
